Id,Nombre,Name
2561,Tabasco,"Tabasco, sauce"
891,"Tapioca, hervida","Tapioca, boiled"
1094,"Té, infusión, con leche","Tea infusion, with milk"
843,"Tenca, cruda","Tench, raw"
2461,Tequila,Tequila
1030,"Ternera, costilla, cruda","Veal, rib, raw, with separable fat"
991,"Ternera, lomo, crudo, con grasa separable","Veal, loin, raw, with separable fat"
989,"Ternera, parte s/e, asada","Veal, part n/e, roasted, with separable fat"
2315,"Ternera, parte sin especificar, cruda, con grasa separable","Veal, not specified part, raw, with separable fat"
984,"Ternera, solomillo, asado","Veal, sirloin, roasted, with separable fat"
1029,"Ternera, solomillo, sin grasa, crudo","Veal, sirloin, raw, with separable fat"
2317,Tocino,Bacon
1121,Tofu,Tofu
2421,Tomate,Tomato
2560,Tomate frito,"Tomato, fried"
2422,"Tomate, asado","Tomato, roasted"
2423,"Tomate, maduro, pelado y triturado, enlatado","tomato, ripe, peeled and ground, canned"
892,"Tomate, maduro, puré","Tomato, ripe, puree"
2559,"Tomillo, seco","Thyme, dried"
2180,Torta de aceite,Oil cake
779,"Tortilla, a la francesa",French ommelette
1088,"Trigo, entero, crudo","Wheat, whole, raw"
2636,Trucha,Trout
844,"Trucha, ahumada","Trout, smoked"
894,"Trufa, cruda","Truffle, raw"
785,"Turrón, tipo Alicante","Nougat, ""alicante"" type"
